,info,title,advantage,drawback,opinion,promotion,welfaresalary,worklifebalance,culture,executives,total,date,region,workingstatus,department
55,생산/제조 | 전직원 | 울산 | 2019/6/2,북유럽 복지국가 국민들이 부럽지 않은 낮은 업무강도휴가급여복지정년보장노조,연차는 퇴직할 때까지 쌓을 수 있고 월차는 연말에 돈으로 정산 대다수 현장직은 일하는 시간보다 딴짓하는 시간이 더 많다 그렇다고 사무직군이 일을 많이 한다는 의미는 아님,초년생들이 갈려나가거나 부림당하기 좋은 구조 노조로 인해 좀먹는 이미지 우버 리프트 등 차량공유 서비스를 이길만한 컨텐츠가 없음,,3.0,5.0,5.0,3.0,4.0,4.0,2019-06-02 00:00:00, 울산 , 전직원 ,생산/제조 
56,생산/제조 | 전직원 | 울산 | 2019/5/30,오래다닐수있으면 좋은회사지만 아니면 영파이,돈은 일한만큼 많이줌 챙겨주는거는 많음 굴지의 대기업 하는 만큼 받는회사,정규직은 노조가 보호해주나 계약직은 보호받을곳이없어 이곳저곳 채임,바라는건 없으나 조금도 아랫사람들을 내려다 봐주면좋겠음,2.0,4.0,2.0,2.0,2.0,2.4,2019-05-30 00:00:00, 울산 , 전직원 ,생산/제조 
57,생산/제조 | 현직원 | 울산 | 2019/5/29,대한민국 자동차의 자존심 같은 회사로 신뢰도가 하락했지만 가치는 성장중이라 생각한다,적어도 국내에서 만큼은 대적할 상대가 없고 세계로 볼때는 올라갈 수 있는 여력도 있다고 생각한다 그에 맞게 성과와 보상을 주어지며 워라벨이 생각보다 괜찮다,노사 관계가 점점 안좋아져 서로에게 피해가 가는 것 같다 노사간의 조금씩 배려와 소통이 필요한 시기라고 본다,성과를 내면 그에 상응하는 보상을 통해 사기를 올려줘야 할 것 같습니다 직원들 기본급 동결에 가깝게 해놓고 임원 월급만 올리는 것은 신뢰를 잃게 합니다,3.0,4.0,4.0,2.0,2.0,3.0,2019-05-29 00:00:00, 울산 , 현직원 ,생산/제조 
58,생산/제조 | 전직원 | 울산 | 2019/5/28,강력한노조라는것이 어떤것인지를 제대로알게해준 그룹이다,대기업임을 알리는 수준의복지 휴일도 꽤나 나오는편임공장중에선 매우좋은편,노조가 너무 강하다는게 문제 잘못하면 회사의업무가완전히마비됨,딱히바라는건없고 그냥이대로만 해주면좋겠습니다 다만 노조의 폭력성은 확실히 줄이는것이 회사의미래에 도움이될것,3.0,5.0,3.0,4.0,3.0,3.6,2019-05-28 00:00:00, 울산 , 전직원 ,생산/제조 
59,경영/기획/컨설팅 | 전직원 | 경기 | 2019/5/27,대기업중 대기업이지만 HR부문은 개선점이 많은곳,노조관계로 사원대리급의 혜택이 많음 주52시간 유연근무제 등 근로제도의 변화에 적극적 적용이 이루어짐,조직 규모가 클수록 변화에 대한 부분이 느리게 이루어짐,개선에 대한 의지는 있지만 변화의 시작점을 찾기가 쉽지는 않음,3.0,5.0,3.0,3.0,2.0,3.2,2019-05-27 00:00:00, 경기 , 전직원 ,경영/기획/컨설팅 
60,생산/제조 | 전직원 | 전북 | 2019/5/27,계약직으로 젊을때 잠깐 바짝 벌기 좋음,왜 현대현대 하는지 알게됨 개꿀 어디 들어가느냐에 따라 다르지만 걍 어딜가도 다른 회사와는 일하는게 너무 비교됨,계약직 파리목숨 언제 짤릴줄 모르기때문에 돈 바짝모으고 다른대 갈준비해야됨,고졸 생산직 채용좀 고졸들에게 기회를좀 줬으면 좋겠음 생산직 채용하는거 몇년동안 본적없음 다 사내하청만 정규직으로 돌리니,1.0,5.0,4.0,2.0,2.0,2.8,2019-05-27 00:00:00, 전북 , 전직원 ,생산/제조 
61,생산/제조 | 현직원 | 울산 | 2019/5/26,생산직으로서는 최고의 직장중 한곳 근무형태도 좋고 복지도 Good,연차가많다26년차이상 차량30할인  본인 의료비지원100보험적용 정년보장,퇴직까지 반복적인 근무라서 버텨야한다 나이대가 거의다 아버지뻘이다 회식이 줄긴 하였지만 그래도 있는편이다,RD에 더욱더 적극적인 투자를바라고 고객의견반영을 적극 수용하길바란다,5.0,5.0,5.0,4.0,3.0,4.4,2019-05-26 00:00:00, 울산 , 현직원 ,생산/제조 
62,생산관리/품질관리 | 전직원 | 경기 | 2019/5/23,복잡한 자동차조립에 대한 전반적인 관리로 설비 품질 개발 등 다양한 업무를 동시에 체험할 수 있었다,글로벌기업에 다닌다는 주변인들의 부러움을 느낄 수 있음 젊은 능력자들이 탈출하고싶어함,일안하고 놀고 먹는 직원이 너무 많은회사 어떻게 그럴수가있지 싶지만 이상하게 진상은 잘먹고잘살고 멀쩡한 사람이 한번 진상부리면 이상한 사람이됨,쓸데없이 비대해지고 있는 조직을 효율적으로 관리하는 방법을 깨달으셨으면 좋겠습니다,3.0,4.0,4.0,2.0,1.0,2.8,2019-05-23 00:00:00, 경기 , 전직원 ,생산관리/품질관리 
63,미디어/홍보 | 전직원 | 서울 | 2019/5/22,대기업이라 외부에 보여지는 이미지는 좋으나 꼰대 문화,대기업 높은 수준의 연봉과 성과급의 뽕으로 다니는 회사,상명하복의 문화 요즘은 나아졌다고 하던데 그래도 보수적인 문화는 여전할듯,새로운 혁신을 위한 노력을 했으면 함 조직문화 생산 노조 등 다방면의 혁신이 필요,3.0,4.0,2.0,1.0,3.0,2.6,2019-05-22 00:00:00, 서울 , 전직원 ,미디어/홍보 
64,생산/제조 | 전직원 | 울산 | 2019/5/22,솔직히 이만한 기업이 있을런지 모르겠음 노동자 입장에서 갓 기업,연봉복지사람환경주변 인프라 모든 게 완벽함 대한민국 1위 노조도 붙어있어 노동자로써는 최고의 기업,단점은 단순반복 작업이라 지루할 수 있다는 점 근데 이건 자리 바꿔가면서 하거나 두작업 하면 2시간하고 2시간씩 쉴 수 있음 그냥 단점 없다고 보면 됩니다,딱히 없고 이 갓기업이 계속 유지 될려면 차를 많이 팔아야겠죠 아반떼 디자인 좀 이쁘게 만듭시다 md도 좋고 ad도 좋았는데 이번 페리는 으앆,4.0,5.0,5.0,5.0,4.0,4.6,2019-05-22 00:00:00, 울산 , 전직원 ,생산/제조 
65,생산/제조 | 전직원 | 서울 | 2019/5/21,오너중심문화만 바뀐다면 정말 좋지않을까,주니어 근무환경 좋음 과거에 비해 근무환경이 엄청나게 좋아지고 있음 이건 아무도 부인하지 못할듯,짧은 미래는 모르겠으나 장기 비젼 불투명 비젼제시도 불투명 의지도 미약,이대로가면 미래는 없다 기업은 계속 혁신해야 한다,3.0,4.0,4.0,3.0,2.0,3.2,2019-05-21 00:00:00, 서울 , 전직원 ,생산/제조 
66,연구개발 | 현직원 | 경기 | 2019/5/20,국내 자동차업계 탑티어이며 자부심을 가지고 일할 수 있는 곳,수도권에서 출퇴근 가능하며 업계 상급의 연봉 및 복지수준,부서별 극심한 워라밸 차이 및 책임 진급시 업무량 과다,,3.0,4.0,3.0,3.0,3.0,3.2,2019-05-20 00:00:00, 경기 , 현직원 ,연구개발 
67,경영/기획/컨설팅 | 현직원 | 서울 | 2019/5/20,대표적인 한국의 올드 대기업이지만 요즘 바뀌려는 시도를 하는 중,자율출퇴근 자율복장이 정착되어 예전보다 확실히 삶의 질이 나아짐,월급은 오를 기미를 보이지 않고 여전히 속을 파보면 올드하긴 매한가지,보상 체계 및 배움의 기회를 적극 제공하는 회사가 되었으면 좋겠다,3.0,4.0,4.0,2.0,2.0,3.0,2019-05-20 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
68,교육 | 전직원 | 서울 | 2019/5/19,누구나 선망하는 대한민국 최고의 자동차 회사,국내 기업에서 받을 수 있는 최고의 대우를 받으며 직장생활을 할 수 있다,다소 경직된 기업문화와 노조문제 관료제적 분위기 등 그리고 승진이 어렵다,비판적 컨슈머들의 의견에 좀 더 귀를 기울이고 국내 시장에 신경을 썼으면 좋겠다,4.0,5.0,4.0,4.0,5.0,4.4,2019-05-19 00:00:00, 서울 , 전직원 ,교육 
69,디자인 | 전직원 | 서울 | 2019/5/19,인턴을 하는 내내 더 다니고 싶다는 생각이 드는 기업,직군 특징상 개인주의적이고 업무시간내 자유로운 시간관리가 가능함 정시출근 정시퇴근이 잘 지켜지고 실무적인부분에서 멘토에게 도움을 잘 받을 수 있었다 인턴으로서 성장할 수 있는 좋은기회였다,적은 채용인원 긴고긴 채용과정 사실 인턴이었을때는 좋았지만 그 과정이 길고 숨막혔다,채용인원 늘려주셨으면 좋겠습니다 다음 기회에 또 도전하고싶습니다,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-19 00:00:00, 서울 , 전직원 ,디자인 
70,생산/제조 | 현직원 | 울산 | 2019/5/18,단기 계약으로 목돈모으기에 좋음 일강도가 쉬우므로 초년생준비생들이 퇴근 후 자기시간이 좀 있음 식단을 개선했으면,1근무강도가 아주 쉬움 2짝수달 상여 휴가비 명절비 등 보너스가 많음 3공장마다 특근이 상이하며 특근을 많이 뛰면 그만큼벌어감,1계약직이라서 케바케지만 가끔 정직들이 무시함 2밥 맛없음 3,1중석식 차라리 식권으로 대체하고 식단을 좀 더 좋게 꾸리면 좋겠음,4.0,5.0,4.0,3.0,3.0,3.8,2019-05-18 00:00:00, 울산 , 현직원 ,생산/제조 
71,생산/제조 | 전직원 | 울산 | 2019/5/14,자동차에ㅜ관해서 하다보면 지식이 쌓입니다,눈치를 하나도 안봐도 되고 자기 자신의 할일만 하면 딱 됩니다 쉬는 시간도 보장이ㅜ잘되서 좋아요 밥도 맛있어요,하다보면 지루할수가있고 일처리를 늦게하면 눈치를 조금 줍니다 ㅠㅠ,지감 그대로도 만족 합니다 감사합니다,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-14 00:00:00, 울산 , 전직원 ,생산/제조 
72,생산/제조 | 전직원 | 울산 | 2019/5/13,일하는 사람만 일하는 회사임 노는 사람이 태반인데 신기하게 굴러감,장기간 운영중임 회사이니 쉽게 사라지거나 할 걱정은 없는 것으로 생각 되나 어떻게 보면 왜 굳이 한국에서 사업하나 싶긴 함,인원이 많으니 업무 통제를 못해서 일하는 사람만 일하고 인원 중 상당수가 노는데 전혀 관리가 안 됨,일하는 인원 빼고 나머지는 정리가 필요함,3.0,3.0,4.0,2.0,3.0,3.0,2019-05-13 00:00:00, 울산 , 전직원 ,생산/제조 
73,경영/기획/컨설팅 | 전직원 | 서울 | 2019/5/11,한국에 거의 없는 글로벌 컴퍼니 글로벌 환경에서의 비즈니스를 경험하고자 한다면 국내 대기업 중에서는 최적의 환경,문화가 빠르게 개선되고 있음 전면 자율복장 자율 출퇴근 상하간 소통 활성화 및 수평적 조직문화가 빠르게 도입되고 있음 생각보다 꼰대스럽지 않고 윗사람들도 새로운 시대에 적응하려는 의지가 강함 경영진도 젊거나 외국인들로 빠르게 교체 중,여전히 과거에의 관성은 존재 지나치게 높은 고용 유연성으로 인한 똥차 차부장들은 필연적으로 존재하지만 지나치게 많음 사원대리에 대한 기대치가 낮기 때문에 빠른 성장을 원하는 사람에게는 부적합 문서 보고서 PPT 작성을 지나치게 중시함,더 글로벌하고 더 빠르고 더 수평적이고 더 과감하게 변해야 함 그래야 회사도 살아남고 우수한 인재도 선택할 것임,2.0,3.0,5.0,4.0,2.0,3.2,2019-05-11 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
74,생산/제조 | 전직원 | 울산 | 2019/5/10,안정적으로 다닐 수 있는 국내 최고 연봉을 자랑하는 일류 기업,본인의 업무만 잘하면 터치가 없다 대기업다운 복지 수준이며 국내에 이만한 기업은 없다,파업으로 인한 생산량 손실이 많다 흡연구역이 정해져있지만 잘지키지 않는다,생산직 채용을 늘려줬으면 한다 다양한 사람들에게 기회가 주어지면 좋겠다,3.0,5.0,4.0,3.0,3.0,3.6,2019-05-10 00:00:00, 울산 , 전직원 ,생산/제조 
75,생산/제조 | 전직원 | 충남 | 2019/5/10,동종업계중 단연 최고연봉이었고 일도편하고 개인시간도많아 좋았습니다,단기간의 큰연봉 단연최고 대기업의 복지수준 최적의 근무환경을 경험해보았습니다,단순노동 시간이잘가지않음 장점이자 단점이며 노조가 너무강함,,2.0,5.0,5.0,3.0,4.0,3.8,2019-05-10 00:00:00, 충남 , 전직원 ,생산/제조 
76,생산관리/품질관리 | 현직원 | 울산 | 2019/5/10,고졸 생산직이 우대받는 이상한 기업임,급여는 만족스러움 연월차 제도 좋음 최근엔 출퇴근제도도 개선되어서 좋음,페이퍼 업무 과다 시어머니 관리 부서 많음 생산직들로 인한 상대적 박탈감 과다,,3.0,4.0,4.0,3.0,3.0,3.4,2019-05-10 00:00:00, 울산 , 현직원 ,생산관리/품질관리 
77,생산/제조 | 전직원 | 충남 | 2019/5/9,대기업은 왜 대기업인지 알수있다 정말 다르다,돈을 많이주고 계약직에서 정규직이되면 좋은데 잘안되죠 하지만 계약직으로해도 돈을 어느정도 두둔히 챙길수있어서 갠찮았습니다,일이 단순노동같은거라 경력을 쌓을수 있을진 모르겠다 단순한 업무라 경력으로는 못쌓을거같ㄱ고 다른 계약직을 찾게되겠죠ㅕ,계약직을 정규직처럼 전환해준다면 경쟁률이 엄청심해지겟죠 돈많이줘서 감사해요,1.0,4.0,3.0,3.0,3.0,2.8,2019-05-09 00:00:00, 충남 , 전직원 ,생산/제조 
78,생산/제조 | 전직원 | 울산 | 2019/5/8,생산 계약직으로 단기로 돈 벌기 좋다 생산직을 보면 무능한 사람이 너무 많다 내가 왜 대학 갔을까 후회감 들 정도로 생산 정규직이 부럽다,계약직에게도 지급되는 상여금 확실히 정해진 출퇴근 월급날 명세표 보면 뿌듯 특근하면 돈이 팡팡 일만 잘하고 근태 확실하면 2년 다 뽑아 먹을수 있음,상대적 박탈감은 정말 크다 제일 힘든일은 계약직 몫 계약직은 8시간 일하면 정규직은 45시간 일함부서 바이 부서 일못해서 라인 정지시키는 정규직 생산직원 정말 많음 계약직과 비정규직 팔아 자기 잇속 챙기기 바쁜 노조를 통해 노동자 간의 계급은 확실히 존재함을 깨달음 당연한 말이지만 근태 나쁘거나 일 못하면 재계약은 안됨 2년 이상도 못함16년 기준,계약직으로 1년 반 일해서 바라는건 없지만 회사가 잘됬으면 좋겠다,3.0,5.0,4.0,2.0,3.0,3.4,2019-05-08 00:00:00, 울산 , 전직원 ,생산/제조 
79,생산/제조 | 전직원 | 전북 | 2019/5/7,최고의 대우를 받을수 있는 몇 안되는 기업중하나,연월차 최소 22개 이상부터 시작 최고의 복지 최고의 근무환경 업무적으로 편한 근무환경이며 다른 기업보다 깨끗한 근무를 할 수있음 초등학생도 할 수있을 만큼 업무강도가 낮음,업체를 통한 식사 맛이 별로임 계약직일 경우 아무리 열심히해도 정규직 전환은 안됨 꼭 현대마인드를 가진사람이 몇있는데 이런사람들은 같이일할지라도 현대가 아닌 업체나 계약직을 무시함,너무 사람을 상업적으로 생각하지 않고 본인들의 자식들 처럼 생각했으며 좋겠음,1.0,5.0,5.0,3.0,4.0,3.6,2019-05-07 00:00:00, 전북 , 전직원 ,생산/제조 
80,경영/기획/컨설팅 | 현직원 | 서울 | 2019/5/5,안정을 원하고 다른 생각도 맞춰줄 수 있다면 추천 성장과 보람을 원한다면 비추천,대기업인 만큼 복지와 급여가 안정적이고 네임밸류가 아직 있고 문화도 좋아지는중,미래에 대한 비전이 불투명하고 꼰대가 많은 회사 변화의 속도가 느리고 비합리적인 일도 비일비재함,,3.0,3.0,4.0,3.0,3.0,3.2,2019-05-05 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
81,IT/인터넷 | 전직원 | 울산 | 2019/5/4,누구나 알고 있는 한국 대표 자동차 회사 현대자동차,돈 무조건 돈 돈 많이줌 파업해서 쉼 좋음 상여 떡값이 다른회사 월급 수준,생산직단점 하는게 똑같음 현타 무지하게옴 진짜 기계임 하다보면 다들 이짓 왜하지 함,노조 없애요 진짜 오래못갑니다 노조가 악입니다,3.0,3.0,3.0,3.0,3.0,3.0,2019-05-04 00:00:00, 울산 , 전직원 ,IT/인터넷 
82,생산/제조 | 현직원 | 충남 | 2019/5/3,욕하는 사람도 많지만 들어오고 싶은 사람도 많은 아이러니한 회사,비 노조 기업에 비해 상대적으로 우수한 고용안정성 비교적 우수한 복지 자사제품 구입 할인 조건,베이비부머 세대 사람이 너무 많음 세대교체가 시급함 강성노조로 인해 평판이 매우 좋지 않음,노사협력을 위해 조금 더 신경 써 주길,3.0,4.0,5.0,2.0,3.0,3.4,2019-05-03 00:00:00, 충남 , 현직원 ,생산/제조 
83,인사/총무 | 전직원 | 서울 | 2019/5/2,대기업인 만큼 시스템이 잘 갖춰져있고 회사에 애사심이 생기게 만들어주는 회사,비교적 여자들이 다니기 편함 대기업이라 복지가 우수함 다니면서 업무적 으로도 배울게 많음 쉬는날이 많음 다니면서 회사의 프라이드를 갖게해줌,군대적인 문화가 남아있음 남자들은 입사하기전에 많이 겪고 들어와야할듯 예전보다 성과금이 반으로 줄어서 미래전망이 조금 불안함,신규사업에 적극적인 투자의지를 보여줫면 좋겟다 그리고 회사에 불필요한 인력들은 퇴직신청 받았으면 좋겟다,4.0,5.0,4.0,4.0,3.0,4.0,2019-05-02 00:00:00, 서울 , 전직원 ,인사/총무 
84,영업/제휴 | 현직원 | 서울 | 2019/5/2,과거에는 경직된 조직문화라지만 요즘은 변해가려는 노력이 느껴짐,안정적 그래도 국내 제1의 자동차 기업이다보니 망할걱정은 없을것같음 경험있는사람들 많고 선배대우 잘해주면 잘 도와주고 알려줌,노조 연봉 유지시켜준다는 점에서 장점일지도 모르지만 회사 발전에 있어서는 걸림돌인듯,적극적으로 변화할수있도록 위에서부터 동참이 필요합니다 실무진의 목소리에 귀기울여주세요 본사 여름휴가 기간도 늘려주세요,4.0,4.0,4.0,4.0,4.0,4.0,2019-05-02 00:00:00, 서울 , 현직원 ,영업/제휴 
85,생산/제조 | 전직원 | 울산 | 2019/5/2,울산 및 영남권 사람이라면 누구나 가고 싶은 뿐만 아니라 전국 어디서든 이곳을 원한다고 해도 이상하지 않을 정도로 급여와 복지 모두 기대 이상인 곳,첫 번째 급여는 뭐 말 안 해도 최고다 두 번째 복지가 좋아서 부모님께 효자가 된 느낌 세 번째 현대자동차 사원으로서의 자부심,딱히 없었던 것 같다 굳이 하나를 말하자면 어딜 가나 존재하겠지만 일하는 사람만 일하고 안 하는 사람은 뭐 부러움과 동시에 짜증이 느껴짐,최근에 상시채용으로 바꼈다고 들었는데 어딘가에 있을 능력 있는 인재를 잘 봐서 기업과 개인의 발전을 모두 추구할 수 있는 회사가 되었으면 좋겠음 적폐들 짤라줘요,4.0,4.0,4.0,3.0,3.0,3.6,2019-05-02 00:00:00, 울산 , 전직원 ,생산/제조 
86,경영/기획/컨설팅 | 현직원 | 서울 | 2019/4/30,기분좋게 일할 수 있는것 같다 많이 변화하고 있다,분위기 많이 좋아졌다 꼰대문화 많이 없어졌지만 다른곳에 비해서는 아직일수도,단순 보고 업무 많고 사람이 많아서 개개인의 능력이 빛을 발하지 못할 수도 있다,경영진이 공부를 좀 많이 했으면 좋겠다,5.0,5.0,5.0,5.0,5.0,5.0,2019-04-30 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
87,교육 | 전직원 | 경기 | 2019/4/29,겉으로보기엔 너무나도 화기애애하고 수평적으로 보이나 그냥 변한 시대에 맞춰서 그런 척을 한 것일뿐 아직도 보수적인 마인드와 소위말해 꼰대같은 기질을 가진 사람이 과반수이상이다,높은월급 연차 월차 칼퇴 자율근무제 눈치안보임 팀바이팀이지만 서로 많이 간섭안하는편,신입이나 연차낮은사원들의 의견을 묵살하는 경우가 다반사 의견제시안하면 안한대로 수동적이라하고 의견제시하면 무시하기 일쑤 무시당한다는 생각에 자존감이 너무많이떨어짐 없던 피해의식도 생길지경,,1.0,5.0,5.0,1.0,1.0,2.6,2019-04-29 00:00:00, 경기 , 전직원 ,교육 
88,생산/제조 | 전직원 | 울산 | 2019/4/29,생산자가 대우 받으며 일할 수 있는 곳 인지도가 높고 주관적인 생각으로 꿈꾸는 직장,높은 연봉과 상여성과금 정직의 경우 연월차 크게 눈치를 보지 않고 기본 연월차 일수부터가 많음 휴가가 길고 정해진 업무시간 칼퇴근,단점이라 하면 딱히 생각나는 것은 없지만 노조와의 대립관계 인듯 하다 파업시 일정하지 못한 월급,가장 큰 문제는 노조와의 관계를 빠른 시일내에 합의를 봐야함,3.0,4.0,4.0,4.0,4.0,3.8,2019-04-29 00:00:00, 울산 , 전직원 ,생산/제조 
89,유통/무역 | 현직원 | 서울 | 2019/4/27,회사 경영진들의 변화하려는 노력을 하고 있지만 각 부서별 시니어들은 그 변화를 받아들이지 못하는 경우가 많음,적지 않은 연봉 네임밸류 몇 년 후엔 GBC 근무 가능성,아직 문화가 보수적인 경향이 있음 주 52시간 지키라고 하지만 업무량은 많음,단순한 변화보다는 근본적인 원인 파악 및 변화가 필요,4.0,4.0,3.0,3.0,3.0,3.4,2019-04-27 00:00:00, 서울 , 현직원 ,유통/무역 
90,IT/인터넷 | 현직원 | 서울 | 2019/4/25,예전과 다르게 요즘은 문화도 많이 좋아졌고 합리적으로 보고문화를 개선하려는 점을 높게 평가합니다 다만 아직까지 서류보고가 많습니다,글로벌적으로 이름이 난 기업이라 해외에서 더 빛이 남 자율복장 자율근무제 적용으로 인해 분위기가 이전과 달리 상당히 유해졌음 사원대리의 경우 휴가가 많음,이전 대비 연봉이 줄어들어서 상대적 박탈감을 느끼게 됨 부서바다 일하는 사람들의 비중 편차가 큼 아직까지 일부 부서는 보고 문화가 좋지 않음,지금 방향성은 좋다고 생각되니 좀더 개혁을 빠르게 추진해서 회사의 체질 개선을 이뤄야함,3.0,3.0,4.0,3.0,3.0,3.2,2019-04-25 00:00:00, 서울 , 현직원 ,IT/인터넷 
91,인사/총무 | 전직원 | 해외 | 2019/4/24,높은 연봉과 한국 글로벌 자동차 제조 기업이라는 자긍심 좋은 복지 등으로 한국의 대기업 킹이라고 부를만함,높은 연봉과 좋은 복지가 가장 좋은 장점임 또 삼성을 잇는 국내 최대 대기업이라는 프라이드 아무튼 한국 대표 대기업 서울 본사이든 울산전주아산 공장이든 기업을 위주로한 문화가 잘 갖춰져 있음동호회 복지 거주환경 교육시설 등,한국 자동차 산업의 미래가 장밋빛이 아닌 것은 단점이라 생각함 현대자동차그룹을 필두로 한국의 자동차 산업이 발전했지만 중국차의 비약적 발전으로 인한 중국시장 판매 감소와 노사갈등으로 인한 노사리스크 임금 인상으로 인한 비용증가 등은 매우 단점,고생많아요 현대자동차 응원합니다 인턴으로 1년 있었지만 정말 많은 걸 배웠네요 자동차산업이 급변하는 때에 재도약할 수 있는 현대차그룹이 되었으면 좋겠어요,4.0,5.0,3.0,4.0,4.0,4.0,2019-04-24 00:00:00, 해외 , 전직원 ,인사/총무 
92,엔지니어링 | 현직원 | 경기 | 2019/4/24,자동차업계 중 갑입니다 협력업체 등을 통해 비교적 편하게 업무를 진행할 수 있습니다,주 52시간 근무상한제 유연근무제 도입 이후 합리적인 근무시간 대기업 중 손꼽히게 맛있는 식단 등,대부분 정년을 채우는 분위기이다보니 고인물이 많음 실제로 50대 분들 중에는 실무에서 손 떼신 분들이 상당수,,3.0,5.0,4.0,2.0,2.0,3.2,2019-04-24 00:00:00, 경기 , 현직원 ,엔지니어링 
93,생산/제조 | 전직원 | 울산 | 2019/4/24,꿈의회사 모두가 가고싶어하는 그곳 현대자동차,엄청난 연봉과 복지 생산직을 목표로한다면 꿈의직장 들어가서 생산직하고싶긴합니다,계약직들은 식구대우를 잘안해줌 어르신들의 회사 젊은일자리도 창출하는게 좋을꺼같은 회사,,4.0,5.0,4.0,3.0,2.0,3.6,2019-04-24 00:00:00, 울산 , 전직원 ,생산/제조 
94,서비스/고객지원 | 전직원 | 서울 | 2019/4/23,대기업은 대기업이구나 하는 느낌이고 연봉이 높다,연차 눈치 안보임 직원들에게 복지 끝내줌 연봉이 높다,노조가 너무 쎄서 사사건건 의견충돌 연령대가 높아 뭐든 대충대충,여전히 군대 문화가 남아있다 술자리가 많고 술을 강요하는 느낌,3.0,5.0,4.0,2.0,4.0,3.6,2019-04-23 00:00:00, 서울 , 전직원 ,서비스/고객지원 
95,IT/인터넷 | 현직원 | 서울 | 2019/4/20,요즘 정말 적극적으로 좋은 회사가 되기 위해 안간힘을 쓰고 있는 조직이다,it부서라 그런지 타 부서에 비해 눈치 안보고 휴가 쓰기 퇴근하기 세미나 가기 모두 가능 복지도 나쁘지 않은 편,일 안하시는 부 차장님 굉장히 많음 어느 회사는 안 그러겠느냐만은 특히 이 곳은 일 하는 사람들에게만 일이 몰리는 경향이 있음,광 파는 아이디어에 대한 격려보다는 시작한 프로젝트가 끝을 맺고 그게 정말 기존에 말했던 기대효과 대비 얼마나 잘 진행되고 있는 지 등을 kpi로 삼으면 좋겠다,3.0,3.0,4.0,3.0,3.0,3.2,2019-04-20 00:00:00, 서울 , 현직원 ,IT/인터넷 
96,영업/제휴 | 현직원 | 서울 | 2019/4/19,어디가도 현대차 다닌다 하면 알아주는 기업 초봉으로는 꿀리지 않으나 성과금 비중이 줄어즐면서 급여 메리트는 줄어들고 있음,군대생활 잘한 사람들은 적응 잘하실 수 잇을 것임 술 잘드시면 현대차에서는 무조건 가 큼 높은 초봉 다양한 부서직무 존재,기본적으로 술으로 맺어지는 인연이 중요함 채용지원시와 다른 근무지직무를 받아 근무할 수 있음 강성노조로 인해 혜택을 보는 것도 있지만 회사의 성장에 큰 걸림돌이 된다고 생각함,누구나 가고 싶은 기업이고 취준생들이 관심을 갖고 지속 지원하지만 한때는 유능한 인력으로 채용했던 젊은 사원대리가 퇴사하는 이유에 대해 좀 더 귀기울여주시고 회사의 장기적인 성장과 비전을 제시해주시면 좋겠습니다,4.0,4.0,3.0,2.0,4.0,3.4,2019-04-19 00:00:00, 서울 , 현직원 ,영업/제휴 
97,영업/제휴 | 현직원 | 서울 | 2019/4/17,워라밸 생각하면 최근 아주 만족스러우나 연봉이 다소 줄어들고 잇어 답답함,워라밸 좋고 문화도 많이 유해짐 개인의 경쟁이나 능력을 크게 요구하지않아 어렵지않게 회사생활 가능함,딱딱한 노조문화 표리부동하는 경영진의 의사결정 일안하는 사람들이 너무 많으나 딱히 관리가 안 됨,요즘 우수한 인재들이 많이 안들어오고 있는 추세임 연봉도 줄고 회사문화에 대한 선입견 때문인 듯,4.0,4.0,5.0,3.0,3.0,3.8,2019-04-17 00:00:00, 서울 , 현직원 ,영업/제휴 
98,영업/제휴 | 현직원 | 기타 | 2019/4/13,국내 유일의 자동차 생산 기업 타사는 다 모기업이 해외,주변 사람들에게 내 인식을 확 박히게끔 만들어주는 회사 네임밸류,최고경영층의 삽질로 퍼스트 무버가 될 수 있는 기회를 날림,제발 쓸데 없는 차 만들지 말고 평타만 따라가세요 PYL 아슬란 같은 차로 삽질하지 맙시다,4.0,5.0,4.0,3.0,3.0,3.8,2019-04-13 00:00:00, 기타 , 현직원 ,영업/제휴 
99,생산/제조 | 전직원 | 울산 | 2019/4/13,근무환경은좋고 회사대우도 타회사랑 다르다 하지만 정규직들의 근무시간은 계약직과 엄청 차이난다,높은급여수준 높은복지형태 출퇴근시간보장 연장수당 잘챙겨준다 돈이 많은게 최고다,정직원들의 행포가 심하다 직무상에 없는 정규직자리 계약직자리 만들어놓는다 툭하면 갑질 계약연장을 미리공시하지않는다,노조원들좀 강하게 탄압했으면좋겠음 오죽하면 탄압이라는 말을 쓰겠나 진짜 생산정규직들 문제가많음 공장별로 근무상태 감사해야함,1.0,5.0,5.0,5.0,5.0,4.2,2019-04-13 00:00:00, 울산 , 전직원 ,생산/제조 
