,info,title,advantage,drawback,opinion,promotion,welfaresalary,worklifebalance,culture,executives,total,date,region,workingstatus,department
44,IT/인터넷 | 현직원 | 서울 | 2019/1/25,개발하는 곳에 있다면 제대로 개발 할 수 있음 ICT 회사인 만큼 트랜드에는 조금 뒤처져 있는 느낌,수평적인 분위기에서 열심히 개발할 수 있음 트렌드를 쫒아가기 위해서 열심히 노력하며 공부 낮지 않은 연봉,IT회사가 아니다 라는 느낌이 팍팍 든다 회사 내부 devops 지원 부실부터 개발자에게 맥북 주는 것이 특혜라고 생각하는 비IT인들이 포진해있다,제대로 된 서비스를 만들고 싶으면 제대로 된 지원을 해주면 좋을 듯,3.0,5.0,5.0,4.0,3.0,4.0,2019-01-25 00:00:00, 서울 , 현직원 ,IT/인터넷 
45,경영/기획/컨설팅 | 전직원 | 서울 | 2019/1/25,뛰어난 복지와 인지도 하지만 구성원은 지친다,국내 Top 기업이 걸맞는 복지제도 인지도 기업문화,안정적 사업 덕분에 도전 사업을 하고자 하는 구성원이 없다,도전적인 기업 문화가 필요하다고 생각하고 잦은 경영진 교체가 아닌 지속적인 사업 수행이 필요함,4.0,5.0,5.0,5.0,3.0,4.4,2019-01-25 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
46,전문직 | 전직원 | 서울 | 2019/1/24,복지와 사내문화 등 모든 면에서 바람직해 보여서 후에 꼭 다시 일해보고 싶음,굉장히 자유로운 분위기 복식 자유 위아래 터치 크게 없음 업무시간에 서로 각자 업무에만 집중하는 분위기 사내복지 좋음,알바라 10분전에 칼퇴했는데 다른 직원들은 당시 다들 잔업하는 분위기 였음 현재는 어떤지 모르겠음,유연한 근무형태가 장점이라 생각됨 경영진의 생각이 당시는 좋아보였음,3.0,4.0,3.0,4.0,3.0,3.4,2019-01-24 00:00:00, 서울 , 전직원 ,전문직 
47,영업/제휴 | 전직원 | 충남 | 2019/1/23,지방에서 근무하면 기러기 아빠들이 너무 많아서 술자리가 잦아요 인턴하면서 프로젝트 진행하며 대리점 많이 다녔는데 실적이 좋아도 술 마시고 나빠도 술 마시고 술 마신 기억이 50프로 인턴 동기들끼리 치열하게 경쟁한게 50프로의 기억입니다,연봉이 높습니다 무엇을 상상하던 그 이상일 겁니다 인턴 동기 중 지금도 근무하는 친구들이 있는데 연봉에 있어서는 원탑입니다,지금은 모르겠지만 15년도 입사자라면 3년 이상 지방 근무가 입사 조건입니다 술자리가 잦아서 자기 개발 시간이 없습니다 본사 분위기는 자유롭다는데 지방은 그렇지 않아요,인턴 입장에서는 아직 경영진에게 바라는 점은 없었어요 만약 금전적인 부분을 중시하는 분이라면 만족 워라벨 중시하는 분이라면 불만족 할 것 같네요,4.0,5.0,2.0,2.0,3.0,3.2,2019-01-23 00:00:00, 충남 , 전직원 ,영업/제휴 
48,영업/제휴 | 현직원 | 서울 | 2019/1/23,안정적인 BM을 기반으로 잘하는 영역에 있어서는 경쟁력 추구 신규 영역에 대해서는 적극적으로 도전하는 회사,확실한 수익모델을 기반으로 해서 안정적인 사업을 하고있고 조직문화 혁신에 관심이 많음,연차가 높은 사람들의 경직된 사고는 여러 업무를 하는데 방해가 되는 경우가 있음,5G 시대 및 신규 ICT 사업 추구에 알맞는 기업문화 및 업무 추진 프로세스 필요,4.0,5.0,5.0,4.0,5.0,4.6,2019-01-23 00:00:00, 서울 , 현직원 ,영업/제휴 
49,IT/인터넷 | 전직원 | 서울 | 2019/1/23,근무환경 복지 같이 일하는 동료 전반적으로 매우 좋은 점들이 많은 회사임,복지 동료 근무환경 연봉 등 전반적으로 좋은점이 많은 회사임,일부 관리 직종에 계신 분들께서 닫힌 마인드를 가지고 계심,젊은 인력들이 자기 의견을 잘 개진할수 있도록 도와주세요,4.0,4.0,4.0,4.0,4.0,4.0,2019-01-23 00:00:00, 서울 , 전직원 ,IT/인터넷 
50,IT/인터넷 | 현직원 | 서울 | 2019/1/16,회사는 좋은 회사입니다 복지 나 이런건 최고죠,복지가 좋고 자기개발에 도움되는 교육 및 세미나등 많음,관련 부서가 많아서 먼가 일이 잘 진행되지 않고 딱 책임지는 사람이 없음 ,수평적인 조직을 추구하면 정말 수평적인 조직 체계를 갖추었으면 함 한팀에 20명씩 있고 이런 구조로 수평적이고 빠른 조직이 되지 않음,3.0,5.0,4.0,4.0,3.0,3.8,2019-01-16 00:00:00, 서울 , 현직원 ,IT/인터넷 
51,서비스/고객지원 | 전직원 | 서울 | 2019/1/10,업무량이 과중한 편이며 정해진 콜수 콜타임을 강조하다보니 힘들었습니다,대기업이라 복지가 좋은편이며 상위 영업자는 보상이 잘 이루어지는 편이며 상여금등의 제도가 잘 갖춰져 있습니다 그리고 체계적인 교육이 이뤄지는 편입니다,영업업무로 일정량 이상의 목표량을 달성하지못하면 퇴근이 어렵고 상사의 눈치를 많이 봐야 했습니다 영업조직이기에 당연한거지만 하루하루 목표량이 달성되지 않으면 퇴근에 눈치를 봐야했습니다,상사와 사원간의 인격적인 존중이 이뤄졌으면 좋겠습니다,2.0,3.0,2.0,2.0,3.0,2.4,2019-01-10 00:00:00, 서울 , 전직원 ,서비스/고객지원 
52,IT/인터넷 | 전직원 | 서울 | 2019/1/8,네트워크 계통으로 경력 올리기엔 한국에 이보다 나은 기업이 있을까,교육 커리큘럼과 연봉 복지 뭐 하나 빠지는게 없음 통신비 지원 휴대폰 매번 바꿔주고 통신사 포인트도 엄청나게 나옴 연봉 외적인 부분이지만 실 지출 부분에 상당히 들어갈 수 있으므로 사실상 연봉은 훨씬 높음,그러니 그만큼 일을 많이 시킴 능력이 되면 그만큼 쾌적하게 일하겠지만 안된다면 다니면서 적당히 공계열로 이직을 준비하는게 낫지 않을까 함 물론 지금 다니고 있는건 아니지만 바닥이 바닥인지라 더 치열해질거라 예상,아무래도 반독점이라 그런지 경영진에선 현상유지가 최선이라 생각함 과감한 해외시장 진출이라던지 기술 쇄신 등 어느정도 리스크를 감수하고 계속 발전해야한다고 생각,4.0,5.0,3.0,4.0,3.0,3.8,2019-01-08 00:00:00, 서울 , 전직원 ,IT/인터넷 
53,IT/인터넷 | 전직원 | 서울 | 2019/1/1,튼튼한 회사 좋은 복지 통신계 1위 기업,주니어 시절부터 오너십을 가지고 업무를 추진하기에 좋은 문화를 가지고 있으며 안정적인 수입을 확보하고 있는 기업이기 때문에 각종 복지 등 워라벨이 훌륭함,시니어로 올라갈 수록 적체되어 있는 인력이 많고 승진 기회가 많지 않기 때문에 연차가 높아질 수록 업무 강도가 세지고 힘들어짐,통신업체라면 통신업에 더욱 선택과 집중을 하는 모습을 보여주면 좋을 것 같으며 ICT 서비스를 추진하려면 IT 답게 시간과 비전을 가지고 추진을 하는 모습을 보여주면 좋을 것 같음,3.0,5.0,4.0,4.0,3.0,3.8,2019-01-01 00:00:00, 서울 , 전직원 ,IT/인터넷 
54,서비스/고객지원 | 전직원 | 경기 | 2018/12/27,철밥통으로 핸드폰 팔 수 있는 곳 단 줄을 잘못서면 언제든지 구설수에 오를 수 있음,철밥통임 절대로 먼저 잘리지는 않음 최대한 자택에서 가까운 곳으로 배정해주려고 함,배정해주려고 한다고 했음 무조건이라고 안함 집이 인천인데 김포까지 출근했었음 급여는 최저급여비준으로 되지만 컴플레인관련해선 모두 직원 급여에서 차감됨,제발 적당히 해쳐먹길 바람 요즘 케이스 저렴하고 이쁜 것 널렸는데 법인비 쥐꼬리만큼 주고 자회사에서만 사라고하면 어떻게 운영함 제발 답좀 찾아주셈,1.0,3.0,3.0,2.0,1.0,2.0,2018-12-27 00:00:00, 경기 , 전직원 ,서비스/고객지원 
55,경영/기획/컨설팅 | 전직원 | 서울 | 2018/12/26,다른 회사 혹은 동종업계에 비해 월급 등의 복지가 괜찮음,조직문화가 딱딱하지 않고 워라벨도 괜찮으며 약간 공기업적인 마인드도 있어 직원의 입장에서는 괜찮음,전체적으로 직원들의 연령층이 높고 내부직원의 승진의 기회가 그렇게 많지 않다고 생각합니다,현재 경영진에게 특별히 바라는 것은 없습니다,3.0,4.0,3.0,4.0,3.0,3.4,2018-12-26 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
56,경영/기획/컨설팅 | 현직원 | 서울 | 2018/12/13,성장정체로 통신사가 아닌 피이에프가 되어가고 있는 회사,수평적인 분위기와 높은 연봉 좋은 복지 및 높은 안정성,비합리적 의사결정 일 안 하는 잉여인력 위기의식 부족,본질에 충실할 수 있는 회사가 되길  임원진이 너무 많음,1.0,5.0,5.0,4.0,4.0,3.8,2018-12-13 00:00:00, 서울 , 현직원 ,경영/기획/컨설팅 
57,영업/제휴 | 현직원 | 경기 | 2018/12/11,3사 통신사중 제일 나음 통신가입자가 현 통신시장의 과반수를 차지할정도임업무내용이 쉬움,SKKTLG 중 인지도가 가장 높음 찾는 고객층이 많고 기업 신뢰도가 높음상대적으로 영업하기가 편함,현장직 인센티브가 낮은편임 회사의 업무구조가 구식인 부분이 있음 자질구래하게 손이가는 일들이 많은편,현장직들의 고충과 급여체계부분을 개선해주세요 요즘같은 Cool식당에서는 생계가 어려울 정도로 힘듭니다,4.0,2.0,1.0,3.0,3.0,2.6,2018-12-11 00:00:00, 경기 , 현직원 ,영업/제휴 
58,인사/총무 | 현직원 | 서울 | 2018/12/6,자유로운 분위기 역시 1등 통신사 입니다 S기업은 역시 SK 소통하는 기업문화가 마음에 드는곳,자유로운 분위기 호칭 통일 위계질서가 덜 함성과에 대한 보상 확실,앞으로 미래를 위해 더욱 노력해야하는 통신업 인 것 같다 개발자들을 위한 많은 채용을 해야하며 외부영입인사보다는 내부에서 실력을 키울수 있도록 해야할거같습니다,더 발전할수있는 회사가 될수있도록 해주세요,5.0,5.0,5.0,5.0,5.0,5.0,2018-12-06 00:00:00, 서울 , 현직원 ,인사/총무 
59,금융/재무 | 전직원 | 서울 | 2018/11/19,보수와 진보적인 면이 함께하는 곳 어느 장단에 맞춰야,자기계발 기회가 많고 연차쓰기에 적당한 부담이 있음 워라벨 향상을 위해 노력하는 중  하지만 정작 쓸 시간은 없다,야근이 잦고 힘들다  부장이 꼰대같고 은근한 강압이 많아 스트레스  야근,나름 점점 변화하는 게 느껴져서 좋았다,4.0,3.0,3.0,2.0,3.0,3.0,2018-11-19 00:00:00, 서울 , 전직원 ,금융/재무 
60,경영/기획/컨설팅 | 전직원 | 서울 | 2018/11/15,복지 급여 분위기 등 최고의 회사 대기업 중에서도 최고같음,연봉 꽤 높은 대기업 복장 자유로움 호칭도 매니저로 수평적 분위기임 휴가나 교육 등의 복지제도가 잘되어 있음 유연근무제 도입으로 출퇴근시간 조정가능 핸드폰요금 지원 등등,개인주의적 분위기 능력 제일주의 계속 자기개발 해야 살아남을 수 있을 듯 인사이동 잦음 한가지 일보다 여러가지 일을 잘할 수 있어야 될 듯,노조의견 잘 들어주는 것 같고 복지가 좋아서 직원들 애사심이 깊으니 새로운 시장만 잘 개척하면 좋을듯,4.0,5.0,5.0,4.0,5.0,4.6,2018-11-15 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
61,IT/인터넷 | 전직원 | 서울 | 2018/11/13,기업문화도 좋고 너무나 만족함 동료들도 경쟁을 하지만 싸우거나 시비가 없음,월급이 좋고 그렇다고 야근이 많은 것도 아님 자기개발을 위한 시간도 충분,딱히 생각나는 단점은 없지만 나이드신 분들이 많아서 조금 낡은 아이디어가 나옴,지금처럼 계속해서 발전하는 그룹이 되길바랍니다 다녔다는 것에 만족을 느낌,4.0,4.0,4.0,4.0,5.0,4.2,2018-11-13 00:00:00, 서울 , 전직원 ,IT/인터넷 
62,디자인 | 현직원 | 서울 | 2018/11/2,자유로운 분위기에 복지 최상급 하지만 다음 먹거리를 찾아야하는 과제가 있음,안정적인 사업분야 자유로운 조직문화 직원복지가 좋음,넥스트 비지니스 모델을 찾아야 하는 과제 예전보다 못한 통신업각종규제,다음 먹거리에 대한 투자와 글로벌에 대한 투자도 아끼지 않았으면 합니다,3.0,4.0,4.0,4.0,4.0,3.8,2018-11-02 00:00:00, 서울 , 현직원 ,디자인 
63,인사/총무 | 전직원 | 부산 | 2018/10/26,사내복지는 그럭적럭 괜찮음 오래다닐곳은 되지 못함,요금할인 되는거 말고는 딱히 없음 연차쓸수잇고 출퇴근시간은 정상적임,부서내 텃세가 너무 심함 계약직이라 어쩔수없는 차별을 겪게됨,망할것 같지는 않고 내부직원관리를 철저히 했으면 한다,1.0,3.0,4.0,3.0,3.0,2.8,2018-10-26 00:00:00, 부산 , 전직원 ,인사/총무 
64,서비스/고객지원 | 전직원 | 부산 | 2018/10/25,자신이 열심히만 한다면 매장 몇개쯤은 운영할 여건이 생기게됨 ,일 하는 시간이 매우 프리하게 돌아감  근무 환경은 우수한 편임  정시 칼퇴근 할수있음 ,제일 큰 문제는 휴무 이탈하는 근무자들이 많다보니 내가 땜빵으로 메꿔야하는 날들이 생김  새로운 직원들이 매우 많음 ,분기마다 설문조사가 필요함  근무환경과 개선될점 ,2.0,2.0,2.0,2.0,2.0,2.0,2018-10-25 00:00:00, 부산 , 전직원 ,서비스/고객지원 
65,인사/총무 | 현직원 | 서울 | 2018/10/9,현재에 만족하면서 다니고 싶다면 추천하는 회사 성장가능성은 높지 않음,스태프쪽 사람들은 똑똑함 사업부서에 고연차 인원들은 답답할 수 있음,너무 똑똑해서 문제가 되는 경우가 많은 것 같음 정체된 회사,,5.0,5.0,3.0,5.0,5.0,4.6,2018-10-09 00:00:00, 서울 , 현직원 ,인사/총무 
66,경영/기획/컨설팅 | 전직원 | 서울 | 2018/10/2,계약직으로 부담없이 다니기엔 좋아요,연차도 편하게 쓸 수 있고 계약직이라면 자기 일 마치면 칼퇴할 수 있어서 좋습니다,정규직 전환이 안되는 것이 가장 큰 단점인 것 같습니다,잦은 회의로 인하여 업무내용이 너무 자주 변경되는 것이 단점입니다 저희에게 전달이 잘 되자 않아 업무하는데 어려움이 있었습니다,1.0,4.0,4.0,4.0,3.0,3.2,2018-10-02 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
67,IT/인터넷 | 전직원 | 서울 | 2018/9/27,대표적인 ISP업체로써 최고의 기술을 보유하고있고 매니지먼트가 훌륭하다,수평적인 분위기를 추구하려고함 본사에서 혁신적인 기업문화를 창출하려는 노력이 다분함 또한 SK그룹사답게 복지가 좋으며 안정적인 회사생활을 할 수 있음,보고를 위한 문서작업이 많으며 혁신적인 기업문화는 본사에서 부터 내려오기 때문에 전사적으로는 적용이 느린편임 경영진은 생각보다 보수적임,직원들의 피드백을 수렴하려는 자세는 갖추어져 있으나 적극적으로 수용하려는 생각은 작아보임,4.0,5.0,4.0,4.0,3.0,4.0,2018-09-27 00:00:00, 서울 , 전직원 ,IT/인터넷 
68,마케팅/시장조사 | 전직원 | 서울 | 2018/9/17,체계가 있고 직원들이 좋습니다 균형있는 자기 생활하기 좋습니다,다소 루틴하지만 안정적이고 복지가 좋습니다 오래다니기 좋습니다,회의가 많고 수평적이라기보다 수직적인 부분이 있습니다,성장하기보다는 늘 그자리에 있는 사업을 하는 것 같습니다 좀 더 진취적으로,3.0,4.0,3.0,4.0,3.0,3.4,2018-09-17 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
69,마케팅/시장조사 | 전직원 | 서울 | 2018/9/13,업계 1위같은 혜택과 대우 수평적인 분위기를 추구하는 시대에 맞춰 대우할라고 노력함노력,나만일지 모르겠지만 연차를 눈치 안보고 썼음 연봉이 좋은 편임 식당이 진짜 맛있다 복지도 괜찮은 편인듯 ,일이 많고 아무래도 대기업이다 보니까 자신이 원하는 방향대로 아이디어를 이끌고 갈 수는 없는것 같다,계약직이였어서 별로 그렇게 경영진한테 바라는 점은 없지만 사업 진행하는걸 옆에서 지켜보니 뒷심이 부족한 것같아보인다 다들 처음엔 으샤으샤 추진하다가 끝이 흐지부지 끝나는 것들이 많은듯,4.0,4.0,3.0,3.0,3.0,3.4,2018-09-13 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
70,마케팅/시장조사 | 전직원 | 서울 | 2018/9/11,대기업으로 치면 나쁘지 않습니다 그래도 생각보다 수평적이진 않습니다 연봉이 높지만 그 만큼 일이 많습니다,자유로운 출퇴근 시간 교육세미너가 많음 자유 복장,평균연령은 생각보다 높음 인턴 사원으로 대부분 아무도 신경 안 씀,통신사에서 벗어나서 Tech company로 나갈 의도가 보임,4.0,4.0,4.0,3.0,3.0,3.6,2018-09-11 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
71,마케팅/시장조사 | 현직원 | 서울 | 2018/8/30,복지와 조직문화가 매우 좋으며 구성원의 만족도도 높다,복지와 높은 연봉 자부심 유연한 조직문화 수평적인 커뮤니케이션 사기업 중에 최고라고 생각한다,보고서 작성이 매우 중요하게 여겨진다 실질적인 성과에 집중하는 것보다 보고 PR에 치중하는 느낌이 있다,과거 실패 사례에 붙잡혀 색안경끼는 것이 아니라 신규 사업 많이 격려하고 지원해줬으면,3.0,5.0,5.0,5.0,4.0,4.4,2018-08-30 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
