,title,advantage,drawback,opinion,total_text,company,title_key,advantage_key,drawback_key,opinion_key
46,좋은 사람들과 화기애애한 분위기에서 즐겁게 일했습니다,아르바이트 사원임에도 불구하고 보수를 제외하고 정사원과 비슷한 처우를 해주어서 좋았습니다,이른 출근시간8시으로 인해 피곤해 하는 직원들이 많았습니다 현재는 아닌 것으로 알고 있지만 2018년에는 다소 보수적 획일적 복장,잠시 일하다 나왔기 때문에 크게 아쉽거나 바라는 점은 없습니다,좋은 사람들과 화기애애한 분위기에서 즐겁게 일했습니다 아르바이트 사원임에도 불구하고 보수를 제외하고 정사원과 비슷한 처우를 해주어서 좋았습니다 이른 출근시간8시으로 인해 피곤해 하는 직원들이 많았습니다 현재는 아닌 것으로 알고 있지만 2018년에는 다소 보수적 획일적 복장 잠시 일하다 나왔기 때문에 크게 아쉽거나 바라는 점은 없습니다,현대자동차,다양한인재 좋은근무환경,합리적인대우 전반적인대우,수직적인문화,의견없음
47,역시 대기업은 대기업 쉬는시간 잘 지키고 간식도 잘 줍니다 근무 강도도 크게 힘들지 않습니다,서로 돕고 근무강도도 세지 않아요 역시 대기업은 대기업이구나,자동차 판매량이 최근 저조해 앞으로 어떻게 될 지 예상이 잘 되지않은 기업,정규직 채용을 좀 더 하시면 다양한 인재들이 지원하지 않을까싶습니다,역시 대기업은 대기업 쉬는시간 잘 지키고 간식도 잘 줍니다 근무 강도도 크게 힘들지 않습니다 서로 돕고 근무강도도 세지 않아요 역시 대기업은 대기업이구나 자동차 판매량이 최근 저조해 앞으로 어떻게 될 지 예상이 잘 되지않은 기업 정규직 채용을 좀 더 하시면 다양한 인재들이 지원하지 않을까싶습니다,현대자동차,대기업이미지 적정한업무량 만족스러운복지,만족스러운복지 적정한 업무량 대기업이미지,불안정적인회사전망,인력충원필요
48,대기업 답게 직원 처우 부분 상당히 좋음,업무 세분화로 인해 어러 잡다한일 할 필요없이 딱 자기가 해야할 일만 잘하면 됨,대기업이라 보고 과장이 너무 복잡해 일처리가 늦고 한국 주재원 근무자들 중 다는 아니지만 일부 대기업 부심이 쩔어서 일처리를 막무가내로 하시는 분들 있음,주재원과 현지채용의 갭 차이가 너무 심해서 같은 일을 하지만 소외 당하는 기분이 들때도 많습니다 현지채용에게도 따뜻한 시선으로 바라봐주시기 바랍니다,대기업 답게 직원 처우 부분 상당히 좋음 업무 세분화로 인해 어러 잡다한일 할 필요없이 딱 자기가 해야할 일만 잘하면 됨 대기업이라 보고 과장이 너무 복잡해 일처리가 늦고 한국 주재원 근무자들 중 다는 아니지만 일부 대기업 부심이 쩔어서 일처리를 막무가내로 하시는 분들 있음 주재원과 현지채용의 갭 차이가 너무 심해서 같은 일을 하지만 소외 당하는 기분이 들때도 많습니다 현지채용에게도 따뜻한 시선으로 바라봐주시기 바랍니다,현대자동차,대기업이미지 합리적인대우,적정한업무량 개인주의,비체계적인업무 수직적인문화,계약직차별
49,연구개발을 진정 할 의지가 있는지 의심스러운 부분이 많음,연구원들은 생활하기 나쁘지 않음 통근 버스도 어느 정도 잘 되어 있는 편이며 대기업다운 복지 제공,연차 높은 사람들의 꽉 막힌 사고방식을 보면 답답함을 말로 표현 할 수 없다 인사과의 인력배치 및 보직자 임명 역시 8대 불가사의라 생각 될 만큼 의문이 많이 듦,보고 계신진 모르겠으나 진정 게임체인저가 되기 위해서는 좀 더 과감한 변화를 추구해야 한다고 생각합니다 모두가 알지만 그 누구도 행하지 못하는 현 실태를 언제까지 보고만 있으실 건가요,연구개발을 진정 할 의지가 있는지 의심스러운 부분이 많음 연구원들은 생활하기 나쁘지 않음 통근 버스도 어느 정도 잘 되어 있는 편이며 대기업다운 복지 제공 연차 높은 사람들의 꽉 막힌 사고방식을 보면 답답함을 말로 표현 할 수 없다 인사과의 인력배치 및 보직자 임명 역시 8대 불가사의라 생각 될 만큼 의문이 많이 듦 보고 계신진 모르겠으나 진정 게임체인저가 되기 위해서는 좀 더 과감한 변화를 추구해야 한다고 생각합니다 모두가 알지만 그 누구도 행하지 못하는 현 실태를 언제까지 보고만 있으실 건가요,현대자동차,전반적인불만족,좋은근무환경 만족스러운복지,수직적인문화 비합리적성과평가,변화수용하지못함 전반적인불만족
50,아르바이트로 했지만 직원분들이 많이 배려해주시고 작업장도 깔끔하고 좋았습니다,생산라인 조립 아르바이트였는데 우선 돈을 많이 받았습니다 같이 작업하시는 분들도 좋았습니다,딱히 떠오르지는 않지만 단순 반복작업이라 좀 지루했던 점 빼면 다 괜찮았습니다 이건 기업의 단점이 아니니깐요,딱히 바라는 점은 없습니다 아르바이트생이라 뭘 몰랐거든요,아르바이트로 했지만 직원분들이 많이 배려해주시고 작업장도 깔끔하고 좋았습니다 생산라인 조립 아르바이트였는데 우선 돈을 많이 받았습니다 같이 작업하시는 분들도 좋았습니다 딱히 떠오르지는 않지만 단순 반복작업이라 좀 지루했던 점 빼면 다 괜찮았습니다 이건 기업의 단점이 아니니깐요 딱히 바라는 점은 없습니다 아르바이트생이라 뭘 몰랐거든요,현대자동차,다양한인재 좋은근무환경,만족스러운연봉 수평적인문화,단조로운업무,전반적인만족
51,영업판매를 경험하기에 좋다 기본급은 없었지만 인센티브가 많아서 하는것에따라 다르다,프리랜서라 출근후 자유롭다 당직을 잘서면 좋다 워라벨 최고,판매를 못하면 인센이 없어 생활이 불가능하다 이런쪽에 타고난 재능이 있어야 오래간다,프리랜서직종도 기회가 있었으면 좋겠습니다 항상 좋은차 만들어주셔서 감사합니다,영업판매를 경험하기에 좋다 기본급은 없었지만 인센티브가 많아서 하는것에따라 다르다 프리랜서라 출근후 자유롭다 당직을 잘서면 좋다 워라벨 최고 판매를 못하면 인센이 없어 생활이 불가능하다 이런쪽에 타고난 재능이 있어야 오래간다 프리랜서직종도 기회가 있었으면 좋겠습니다 항상 좋은차 만들어주셔서 감사합니다,현대자동차,만족스러운연봉,일과삶의균형 만족스러운연봉 자유로운출퇴근,실적부담,실적부담
52,워라벨에 신경쓰며 최근 분위기가 확 바뀜,케바케겠지만 대리까지 노조 보호받는 남양연구소 공장 등에서는 워라벨 보장가능할듯,윗대가리들 한마디면 리스크고 뭐고 고려하지 않고 추진함 애초에 심기거스를까봐 리스크를 제대로 보고 안하고 알아서 무마하려고 함 보통은 협력사의 희생을 의미함,수직적인 의사결정문화에 종언을 고해야할 때,워라벨에 신경쓰며 최근 분위기가 확 바뀜 케바케겠지만 대리까지 노조 보호받는 남양연구소 공장 등에서는 워라벨 보장가능할듯 윗대가리들 한마디면 리스크고 뭐고 고려하지 않고 추진함 애초에 심기거스를까봐 리스크를 제대로 보고 안하고 알아서 무마하려고 함 보통은 협력사의 희생을 의미함 수직적인 의사결정문화에 종언을 고해야할 때,현대자동차,일과삶의균형 변화수용,일과삶의균형 부서별문화차이,수직적인문화 임직원간의사소통문제,수직적인문화 문화혁신필요
53,생산직은 거의 꿈의 직장이라고 생각합니다 복지 근무형태 급여 등등 완벽합니다,생산직을 함으로써 일이 힘들줄 알았는데 그렇게 힘들다고 느껴지지 않습니다 스트레스 받을 일도 없이 자기 할일을 다하고 쉬면 누구도 머라고 하지 않아 좋은것 같습니다,계약직이다 보니 언제 짤릴지 모르는 위험감이 있어서 항상 불안에 떨며 일하고 있습니다 최고의 단점인것 같습니다,앞으로 미래를 위해서라도 새 청년들에게 현대자동차에 직원이 될수있게 끔 일자리를 많이 만들어 주십시요,생산직은 거의 꿈의 직장이라고 생각합니다 복지 근무형태 급여 등등 완벽합니다 생산직을 함으로써 일이 힘들줄 알았는데 그렇게 힘들다고 느껴지지 않습니다 스트레스 받을 일도 없이 자기 할일을 다하고 쉬면 누구도 머라고 하지 않아 좋은것 같습니다 계약직이다 보니 언제 짤릴지 모르는 위험감이 있어서 항상 불안에 떨며 일하고 있습니다 최고의 단점인것 같습니다 앞으로 미래를 위해서라도 새 청년들에게 현대자동차에 직원이 될수있게 끔 일자리를 많이 만들어 주십시요,현대자동차,전반적인만족 만족스러운복지 만족스러운연봉,만족스러운복지 만족스러운연봉 개인주의,계약직차별 고용불안정성,인력충원필요
54,현대라는 대기업 회사에서 차를 만든다는게 참 좋은 것 같다,직영들과 똑같이 월급 보너스를 받고 짝수달 마다 상여금이 나온다,연월차 쓰기에 눈치가 보이고 직영들 보다 힘든일을 조금 더 한다,계약직도 정규직 전환이 됐으면 좋겠지만 아무래도 안된다는게 현실이다,현대라는 대기업 회사에서 차를 만든다는게 참 좋은 것 같다 직영들과 똑같이 월급 보너스를 받고 짝수달 마다 상여금이 나온다 연월차 쓰기에 눈치가 보이고 직영들 보다 힘든일을 조금 더 한다 계약직도 정규직 전환이 됐으면 좋겠지만 아무래도 안된다는게 현실이다,현대자동차,기업자부심,만족스러운연봉,자유롭지못한연차사용 계약직차별,계약직차별 계약직전환
55,북유럽 복지국가 국민들이 부럽지 않은 낮은 업무강도휴가급여복지정년보장노조,연차는 퇴직할 때까지 쌓을 수 있고 월차는 연말에 돈으로 정산 대다수 현장직은 일하는 시간보다 딴짓하는 시간이 더 많다 그렇다고 사무직군이 일을 많이 한다는 의미는 아님,초년생들이 갈려나가거나 부림당하기 좋은 구조 노조로 인해 좀먹는 이미지 우버 리프트 등 차량공유 서비스를 이길만한 컨텐츠가 없음,,북유럽 복지국가 국민들이 부럽지 않은 낮은 업무강도휴가급여복지정년보장노조 연차는 퇴직할 때까지 쌓을 수 있고 월차는 연말에 돈으로 정산 대다수 현장직은 일하는 시간보다 딴짓하는 시간이 더 많다 그렇다고 사무직군이 일을 많이 한다는 의미는 아님 초년생들이 갈려나가거나 부림당하기 좋은 구조 노조로 인해 좀먹는 이미지 우버 리프트 등 차량공유 서비스를 이길만한 컨텐츠가 없음 NaN,현대자동차,적정한업무량 만족스러운연봉 만족스러운복지,자유로운연차사용 적정한업무량,수직적인문화 불공평한업무량분배 불안정적인회사전망,의견없음
56,오래다닐수있으면 좋은회사지만 아니면 영파이,돈은 일한만큼 많이줌 챙겨주는거는 많음 굴지의 대기업 하는 만큼 받는회사,정규직은 노조가 보호해주나 계약직은 보호받을곳이없어 이곳저곳 채임,바라는건 없으나 조금도 아랫사람들을 내려다 봐주면좋겠음,오래다닐수있으면 좋은회사지만 아니면 영파이 돈은 일한만큼 많이줌 챙겨주는거는 많음 굴지의 대기업 하는 만큼 받는회사 정규직은 노조가 보호해주나 계약직은 보호받을곳이없어 이곳저곳 채임 바라는건 없으나 조금도 아랫사람들을 내려다 봐주면좋겠음,현대자동차,장기근속가능,만족스러운연봉 만족스러운복지 기업자부심,비합리적노조 계약직차별,임직원간의사소통문제
57,대한민국 자동차의 자존심 같은 회사로 신뢰도가 하락했지만 가치는 성장중이라 생각한다,적어도 국내에서 만큼은 대적할 상대가 없고 세계로 볼때는 올라갈 수 있는 여력도 있다고 생각한다 그에 맞게 성과와 보상을 주어지며 워라벨이 생각보다 괜찮다,노사 관계가 점점 안좋아져 서로에게 피해가 가는 것 같다 노사간의 조금씩 배려와 소통이 필요한 시기라고 본다,성과를 내면 그에 상응하는 보상을 통해 사기를 올려줘야 할 것 같습니다 직원들 기본급 동결에 가깝게 해놓고 임원 월급만 올리는 것은 신뢰를 잃게 합니다,대한민국 자동차의 자존심 같은 회사로 신뢰도가 하락했지만 가치는 성장중이라 생각한다 적어도 국내에서 만큼은 대적할 상대가 없고 세계로 볼때는 올라갈 수 있는 여력도 있다고 생각한다 그에 맞게 성과와 보상을 주어지며 워라벨이 생각보다 괜찮다 노사 관계가 점점 안좋아져 서로에게 피해가 가는 것 같다 노사간의 조금씩 배려와 소통이 필요한 시기라고 본다 성과를 내면 그에 상응하는 보상을 통해 사기를 올려줘야 할 것 같습니다 직원들 기본급 동결에 가깝게 해놓고 임원 월급만 올리는 것은 신뢰를 잃게 합니다,현대자동차,장기근속가능,기업자부심 일과삶의균형 만족스러운연봉 안정적인회사전망,노사갈등 빈번한파업 임직원간의사소통문제,임직원간의사소통문제 비합리적인성과평가
58,강력한노조라는것이 어떤것인지를 제대로알게해준 그룹이다,대기업임을 알리는 수준의복지 휴일도 꽤나 나오는편임공장중에선 매우좋은편,노조가 너무 강하다는게 문제 잘못하면 회사의업무가완전히마비됨,딱히바라는건없고 그냥이대로만 해주면좋겠습니다 다만 노조의 폭력성은 확실히 줄이는것이 회사의미래에 도움이될것,강력한노조라는것이 어떤것인지를 제대로알게해준 그룹이다 대기업임을 알리는 수준의복지 휴일도 꽤나 나오는편임공장중에선 매우좋은편 노조가 너무 강하다는게 문제 잘못하면 회사의업무가완전히마비됨 딱히바라는건없고 그냥이대로만 해주면좋겠습니다 다만 노조의 폭력성은 확실히 줄이는것이 회사의미래에 도움이될것,현대자동차,비합리적인노조,일과삶의균형 만족스러운복지,비합리적인노조 비체계적인업무,비합리적인노조
59,대기업중 대기업이지만 HR부문은 개선점이 많은곳,노조관계로 사원대리급의 혜택이 많음 주52시간 유연근무제 등 근로제도의 변화에 적극적 적용이 이루어짐,조직 규모가 클수록 변화에 대한 부분이 느리게 이루어짐,개선에 대한 의지는 있지만 변화의 시작점을 찾기가 쉽지는 않음,대기업중 대기업이지만 HR부문은 개선점이 많은곳 노조관계로 사원대리급의 혜택이 많음 주52시간 유연근무제 등 근로제도의 변화에 적극적 적용이 이루어짐 조직 규모가 클수록 변화에 대한 부분이 느리게 이루어짐 개선에 대한 의지는 있지만 변화의 시작점을 찾기가 쉽지는 않음,현대자동차,대기업이미지 문화혁신필요,합리적인노조 일과삶의균형 변화수용,문화혁신필요,의견없음
60,계약직으로 젊을때 잠깐 바짝 벌기 좋음,왜 현대현대 하는지 알게됨 개꿀 어디 들어가느냐에 따라 다르지만 걍 어딜가도 다른 회사와는 일하는게 너무 비교됨,계약직 파리목숨 언제 짤릴줄 모르기때문에 돈 바짝모으고 다른대 갈준비해야됨,고졸 생산직 채용좀 고졸들에게 기회를좀 줬으면 좋겠음 생산직 채용하는거 몇년동안 본적없음 다 사내하청만 정규직으로 돌리니,계약직으로 젊을때 잠깐 바짝 벌기 좋음 왜 현대현대 하는지 알게됨 개꿀 어디 들어가느냐에 따라 다르지만 걍 어딜가도 다른 회사와는 일하는게 너무 비교됨 계약직 파리목숨 언제 짤릴줄 모르기때문에 돈 바짝모으고 다른대 갈준비해야됨 고졸 생산직 채용좀 고졸들에게 기회를좀 줬으면 좋겠음 생산직 채용하는거 몇년동안 본적없음 다 사내하청만 정규직으로 돌리니,현대자동차,만족스러운연봉,만족스러운연봉 적정한업무량,계약직차별 고용불안정성,인력충원필요 인재의유출
61,생산직으로서는 최고의 직장중 한곳 근무형태도 좋고 복지도 Good,연차가많다26년차이상 차량30할인  본인 의료비지원100보험적용 정년보장,퇴직까지 반복적인 근무라서 버텨야한다 나이대가 거의다 아버지뻘이다 회식이 줄긴 하였지만 그래도 있는편이다,RD에 더욱더 적극적인 투자를바라고 고객의견반영을 적극 수용하길바란다,생산직으로서는 최고의 직장중 한곳 근무형태도 좋고 복지도 Good 연차가많다26년차이상 차량30할인  본인 의료비지원100보험적용 정년보장 퇴직까지 반복적인 근무라서 버텨야한다 나이대가 거의다 아버지뻘이다 회식이 줄긴 하였지만 그래도 있는편이다 RD에 더욱더 적극적인 투자를바라고 고객의견반영을 적극 수용하길바란다,현대자동차,좋은근무환경 기업자부심 만족스러운복지,자유로운연차사용 만족스러운복지 고용안정성,단조로운업무 수직적인문화,임직원간의사소통문제
62,복잡한 자동차조립에 대한 전반적인 관리로 설비 품질 개발 등 다양한 업무를 동시에 체험할 수 있었다,글로벌기업에 다닌다는 주변인들의 부러움을 느낄 수 있음 젊은 능력자들이 탈출하고싶어함,일안하고 놀고 먹는 직원이 너무 많은회사 어떻게 그럴수가있지 싶지만 이상하게 진상은 잘먹고잘살고 멀쩡한 사람이 한번 진상부리면 이상한 사람이됨,쓸데없이 비대해지고 있는 조직을 효율적으로 관리하는 방법을 깨달으셨으면 좋겠습니다,복잡한 자동차조립에 대한 전반적인 관리로 설비 품질 개발 등 다양한 업무를 동시에 체험할 수 있었다 글로벌기업에 다닌다는 주변인들의 부러움을 느낄 수 있음 젊은 능력자들이 탈출하고싶어함 일안하고 놀고 먹는 직원이 너무 많은회사 어떻게 그럴수가있지 싶지만 이상하게 진상은 잘먹고잘살고 멀쩡한 사람이 한번 진상부리면 이상한 사람이됨 쓸데없이 비대해지고 있는 조직을 효율적으로 관리하는 방법을 깨달으셨으면 좋겠습니다,현대자동차,다양한업무의체험,기업자부심,월급루팡 수직적이문화 인재의유출,비체계적인업무 문화혁신필요
63,대기업이라 외부에 보여지는 이미지는 좋으나 꼰대 문화,대기업 높은 수준의 연봉과 성과급의 뽕으로 다니는 회사,상명하복의 문화 요즘은 나아졌다고 하던데 그래도 보수적인 문화는 여전할듯,새로운 혁신을 위한 노력을 했으면 함 조직문화 생산 노조 등 다방면의 혁신이 필요,대기업이라 외부에 보여지는 이미지는 좋으나 꼰대 문화 대기업 높은 수준의 연봉과 성과급의 뽕으로 다니는 회사 상명하복의 문화 요즘은 나아졌다고 하던데 그래도 보수적인 문화는 여전할듯 새로운 혁신을 위한 노력을 했으면 함 조직문화 생산 노조 등 다방면의 혁신이 필요,현대자동차,수직적인문화 대기업이미지,만족스러운연봉 만족스러운문화,수직적인문화,문화혁신필요 비합리적인노조 변화필요
64,솔직히 이만한 기업이 있을런지 모르겠음 노동자 입장에서 갓 기업,연봉복지사람환경주변 인프라 모든 게 완벽함 대한민국 1위 노조도 붙어있어 노동자로써는 최고의 기업,단점은 단순반복 작업이라 지루할 수 있다는 점 근데 이건 자리 바꿔가면서 하거나 두작업 하면 2시간하고 2시간씩 쉴 수 있음 그냥 단점 없다고 보면 됩니다,딱히 없고 이 갓기업이 계속 유지 될려면 차를 많이 팔아야겠죠 아반떼 디자인 좀 이쁘게 만듭시다 md도 좋고 ad도 좋았는데 이번 페리는 으앆,솔직히 이만한 기업이 있을런지 모르겠음 노동자 입장에서 갓 기업 연봉복지사람환경주변 인프라 모든 게 완벽함 대한민국 1위 노조도 붙어있어 노동자로써는 최고의 기업 단점은 단순반복 작업이라 지루할 수 있다는 점 근데 이건 자리 바꿔가면서 하거나 두작업 하면 2시간하고 2시간씩 쉴 수 있음 그냥 단점 없다고 보면 됩니다 딱히 없고 이 갓기업이 계속 유지 될려면 차를 많이 팔아야겠죠 아반떼 디자인 좀 이쁘게 만듭시다 md도 좋고 ad도 좋았는데 이번 페리는 으앆,현대자동차,전반적인만족 기업자부심,다양한인재 만족스러운연봉 만족스러운복지 좋은근무환경,단조로운업무,전반적인만족
65,오너중심문화만 바뀐다면 정말 좋지않을까,주니어 근무환경 좋음 과거에 비해 근무환경이 엄청나게 좋아지고 있음 이건 아무도 부인하지 못할듯,짧은 미래는 모르겠으나 장기 비젼 불투명 비젼제시도 불투명 의지도 미약,이대로가면 미래는 없다 기업은 계속 혁신해야 한다,오너중심문화만 바뀐다면 정말 좋지않을까 주니어 근무환경 좋음 과거에 비해 근무환경이 엄청나게 좋아지고 있음 이건 아무도 부인하지 못할듯 짧은 미래는 모르겠으나 장기 비젼 불투명 비젼제시도 불투명 의지도 미약 이대로가면 미래는 없다 기업은 계속 혁신해야 한다,현대자동차,경영진중심의사결정,좋은근무환경,불안정적인회사전망,추가투자필요
66,국내 자동차업계 탑티어이며 자부심을 가지고 일할 수 있는 곳,수도권에서 출퇴근 가능하며 업계 상급의 연봉 및 복지수준,부서별 극심한 워라밸 차이 및 책임 진급시 업무량 과다,,국내 자동차업계 탑티어이며 자부심을 가지고 일할 수 있는 곳 수도권에서 출퇴근 가능하며 업계 상급의 연봉 및 복지수준 부서별 극심한 워라밸 차이 및 책임 진급시 업무량 과다 NaN,현대자동차,기업자부심,만족스러운연봉 만족스러운복지 입지의편의성,부서별문화차이 일과삶의불균형 과도한업무량 불공평한업무량분배,의견없음
67,대표적인 한국의 올드 대기업이지만 요즘 바뀌려는 시도를 하는 중,자율출퇴근 자율복장이 정착되어 예전보다 확실히 삶의 질이 나아짐,월급은 오를 기미를 보이지 않고 여전히 속을 파보면 올드하긴 매한가지,보상 체계 및 배움의 기회를 적극 제공하는 회사가 되었으면 좋겠다,대표적인 한국의 올드 대기업이지만 요즘 바뀌려는 시도를 하는 중 자율출퇴근 자율복장이 정착되어 예전보다 확실히 삶의 질이 나아짐 월급은 오를 기미를 보이지 않고 여전히 속을 파보면 올드하긴 매한가지 보상 체계 및 배움의 기회를 적극 제공하는 회사가 되었으면 좋겠다,현대자동차,수직적인문화 변화수용,자유로운출퇴근 수평적인문화,불만족스러운연봉,변화필요 개인의커리어성장불가능
68,누구나 선망하는 대한민국 최고의 자동차 회사,국내 기업에서 받을 수 있는 최고의 대우를 받으며 직장생활을 할 수 있다,다소 경직된 기업문화와 노조문제 관료제적 분위기 등 그리고 승진이 어렵다,비판적 컨슈머들의 의견에 좀 더 귀를 기울이고 국내 시장에 신경을 썼으면 좋겠다,누구나 선망하는 대한민국 최고의 자동차 회사 국내 기업에서 받을 수 있는 최고의 대우를 받으며 직장생활을 할 수 있다 다소 경직된 기업문화와 노조문제 관료제적 분위기 등 그리고 승진이 어렵다 비판적 컨슈머들의 의견에 좀 더 귀를 기울이고 국내 시장에 신경을 썼으면 좋겠다,현대자동차,기업자부심,합리적인대우 기업자부심,수직적인문화 비합리적인노조 개인의커리어성장불가능,고객의사소통문제
69,인턴을 하는 내내 더 다니고 싶다는 생각이 드는 기업,직군 특징상 개인주의적이고 업무시간내 자유로운 시간관리가 가능함 정시출근 정시퇴근이 잘 지켜지고 실무적인부분에서 멘토에게 도움을 잘 받을 수 있었다 인턴으로서 성장할 수 있는 좋은기회였다,적은 채용인원 긴고긴 채용과정 사실 인턴이었을때는 좋았지만 그 과정이 길고 숨막혔다,채용인원 늘려주셨으면 좋겠습니다 다음 기회에 또 도전하고싶습니다,인턴을 하는 내내 더 다니고 싶다는 생각이 드는 기업 직군 특징상 개인주의적이고 업무시간내 자유로운 시간관리가 가능함 정시출근 정시퇴근이 잘 지켜지고 실무적인부분에서 멘토에게 도움을 잘 받을 수 있었다 인턴으로서 성장할 수 있는 좋은기회였다 적은 채용인원 긴고긴 채용과정 사실 인턴이었을때는 좋았지만 그 과정이 길고 숨막혔다 채용인원 늘려주셨으면 좋겠습니다 다음 기회에 또 도전하고싶습니다,현대자동차,기업자부심 전반적인만족,개인주의 적정한업무량 일과삶의균형 개인의커리어성장가능,인력충원필요,인력충원필요
70,단기 계약으로 목돈모으기에 좋음 일강도가 쉬우므로 초년생준비생들이 퇴근 후 자기시간이 좀 있음 식단을 개선했으면,1근무강도가 아주 쉬움 2짝수달 상여 휴가비 명절비 등 보너스가 많음 3공장마다 특근이 상이하며 특근을 많이 뛰면 그만큼벌어감,1계약직이라서 케바케지만 가끔 정직들이 무시함 2밥 맛없음 3,1중석식 차라리 식권으로 대체하고 식단을 좀 더 좋게 꾸리면 좋겠음,단기 계약으로 목돈모으기에 좋음 일강도가 쉬우므로 초년생준비생들이 퇴근 후 자기시간이 좀 있음 식단을 개선했으면 1근무강도가 아주 쉬움 2짝수달 상여 휴가비 명절비 등 보너스가 많음 3공장마다 특근이 상이하며 특근을 많이 뛰면 그만큼벌어감 1계약직이라서 케바케지만 가끔 정직들이 무시함 2밥 맛없음 3 1중석식 차라리 식권으로 대체하고 식단을 좀 더 좋게 꾸리면 좋겠음,현대자동차,만족스러운연봉 자유로운출퇴근 불만족스러운복지,적정한업무량 만족스러운연봉,계약직차별 불만족스러운복지,변화필요
71,자동차에ㅜ관해서 하다보면 지식이 쌓입니다,눈치를 하나도 안봐도 되고 자기 자신의 할일만 하면 딱 됩니다 쉬는 시간도 보장이ㅜ잘되서 좋아요 밥도 맛있어요,하다보면 지루할수가있고 일처리를 늦게하면 눈치를 조금 줍니다 ㅠㅠ,지감 그대로도 만족 합니다 감사합니다,자동차에ㅜ관해서 하다보면 지식이 쌓입니다 눈치를 하나도 안봐도 되고 자기 자신의 할일만 하면 딱 됩니다 쉬는 시간도 보장이ㅜ잘되서 좋아요 밥도 맛있어요 하다보면 지루할수가있고 일처리를 늦게하면 눈치를 조금 줍니다 ㅠㅠ 지감 그대로도 만족 합니다 감사합니다,현대자동차,개인의커리어성장가능,수평적인문화 개인주의 만족스러운복지,단조로운업무,의견없음
72,일하는 사람만 일하는 회사임 노는 사람이 태반인데 신기하게 굴러감,장기간 운영중임 회사이니 쉽게 사라지거나 할 걱정은 없는 것으로 생각 되나 어떻게 보면 왜 굳이 한국에서 사업하나 싶긴 함,인원이 많으니 업무 통제를 못해서 일하는 사람만 일하고 인원 중 상당수가 노는데 전혀 관리가 안 됨,일하는 인원 빼고 나머지는 정리가 필요함,일하는 사람만 일하는 회사임 노는 사람이 태반인데 신기하게 굴러감 장기간 운영중임 회사이니 쉽게 사라지거나 할 걱정은 없는 것으로 생각 되나 어떻게 보면 왜 굳이 한국에서 사업하나 싶긴 함 인원이 많으니 업무 통제를 못해서 일하는 사람만 일하고 인원 중 상당수가 노는데 전혀 관리가 안 됨 일하는 인원 빼고 나머지는 정리가 필요함,현대자동차,월급루팡 불공평한업무량분배,안정적인회사전망,비체계적인업무 불공평한업무량분배 월급루팡,문화혁신필요
73,한국에 거의 없는 글로벌 컴퍼니 글로벌 환경에서의 비즈니스를 경험하고자 한다면 국내 대기업 중에서는 최적의 환경,문화가 빠르게 개선되고 있음 전면 자율복장 자율 출퇴근 상하간 소통 활성화 및 수평적 조직문화가 빠르게 도입되고 있음 생각보다 꼰대스럽지 않고 윗사람들도 새로운 시대에 적응하려는 의지가 강함 경영진도 젊거나 외국인들로 빠르게 교체 중,여전히 과거에의 관성은 존재 지나치게 높은 고용 유연성으로 인한 똥차 차부장들은 필연적으로 존재하지만 지나치게 많음 사원대리에 대한 기대치가 낮기 때문에 빠른 성장을 원하는 사람에게는 부적합 문서 보고서 PPT 작성을 지나치게 중시함,더 글로벌하고 더 빠르고 더 수평적이고 더 과감하게 변해야 함 그래야 회사도 살아남고 우수한 인재도 선택할 것임,한국에 거의 없는 글로벌 컴퍼니 글로벌 환경에서의 비즈니스를 경험하고자 한다면 국내 대기업 중에서는 최적의 환경 문화가 빠르게 개선되고 있음 전면 자율복장 자율 출퇴근 상하간 소통 활성화 및 수평적 조직문화가 빠르게 도입되고 있음 생각보다 꼰대스럽지 않고 윗사람들도 새로운 시대에 적응하려는 의지가 강함 경영진도 젊거나 외국인들로 빠르게 교체 중 여전히 과거에의 관성은 존재 지나치게 높은 고용 유연성으로 인한 똥차 차부장들은 필연적으로 존재하지만 지나치게 많음 사원대리에 대한 기대치가 낮기 때문에 빠른 성장을 원하는 사람에게는 부적합 문서 보고서 PPT 작성을 지나치게 중시함 더 글로벌하고 더 빠르고 더 수평적이고 더 과감하게 변해야 함 그래야 회사도 살아남고 우수한 인재도 선택할 것임,현대자동차,변화수용 기업자부심 다양한업무의체험,변화수용 수평적인문화 자유로운출퇴근 경영진만족,월급루팡 불공평한업무분배 비체계적인업무,변화필요 문화혁신필요
74,안정적으로 다닐 수 있는 국내 최고 연봉을 자랑하는 일류 기업,본인의 업무만 잘하면 터치가 없다 대기업다운 복지 수준이며 국내에 이만한 기업은 없다,파업으로 인한 생산량 손실이 많다 흡연구역이 정해져있지만 잘지키지 않는다,생산직 채용을 늘려줬으면 한다 다양한 사람들에게 기회가 주어지면 좋겠다,안정적으로 다닐 수 있는 국내 최고 연봉을 자랑하는 일류 기업 본인의 업무만 잘하면 터치가 없다 대기업다운 복지 수준이며 국내에 이만한 기업은 없다 파업으로 인한 생산량 손실이 많다 흡연구역이 정해져있지만 잘지키지 않는다 생산직 채용을 늘려줬으면 한다 다양한 사람들에게 기회가 주어지면 좋겠다,현대자동차,기업자부심 고용안정성 만족스러운연봉,개인주의 만족스러운복지 만족스러운연봉,빈번한파업,인력충원필요 비합리적인대우
